Item_ID,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Yrs_since_inception,Outlet_Size,Outlet_Location_Type,Outlet_Type,sales,Number_of_units_sold
9064,14.15,Low Fat,Soft Drinks,41.5138,OUT049,17,Medium,Tier 1,Supermarket Type1,162.4552,4
9065,13.5,Regular,Starchy Foods,98.6068,OUT010,18,Medium,Tier 3,Grocery Store,97.2068,1
9066,17.6,Regular,Snack Foods,98.041,OUT018,7,Medium,Tier 3,Supermarket Type2,675.787,7
9067,19.85,Low Fat,Seafood,198.7768,OUT017,9,Medium,Tier 2,Supermarket Type1,4532.7664,23
9068,7.855,Regular,Baking Goods,37.0848,OUT035,12,Small,Tier 2,Supermarket Type1,447.4176,12
9069,8.615,Low Fat,Fruits and Vegetables,94.1436,OUT045,14,Medium,Tier 2,Supermarket Type1,1134.5232,12
9070,7.405,Low Fat,Canned,89.9146,OUT045,14,Medium,Tier 2,Supermarket Type1,2189.1504,24
9071,18.2,Low Fat,Household,220.5456,OUT018,7,Medium,Tier 3,Supermarket Type2,3094.6384,14
9072,9.3,Low Fat,Household,246.4802,OUT010,18,Medium,Tier 3,Grocery Store,982.7208,4
9073,21.25,Low Fat,Household,145.1102,OUT045,14,Medium,Tier 2,Supermarket Type1,1603.9122,11
9074,8.655,Regular,Snack Foods,122.5756,OUT017,9,Medium,Tier 2,Supermarket Type1,2181.1608,18
9075,11.8,Low Fat,Health and Hygiene,177.5686,OUT010,18,Medium,Tier 3,Grocery Store,711.0744,4
9076,16.5,Low Fat,Household,180.9318,OUT013,29,High,Tier 3,Supermarket Type1,3247.7724,18
9077,12.6,Regular,Fruits and Vegetables,248.8092,OUT035,12,Small,Tier 2,Supermarket Type1,6723.2484,27
9078,15.5,Regular,Snack Foods,148.6418,OUT013,29,High,Tier 3,Supermarket Type1,3972.8286,27
9079,17.25,Low Fat,Canned,76.4986,OUT017,9,Medium,Tier 2,Supermarket Type1,778.986,10
9080,17.5,Low Fat,Snack Foods,253.7356,OUT017,9,Medium,Tier 2,Supermarket Type1,3815.034,15
9081,16,Regular,Dairy,78.4986,OUT018,7,Medium,Tier 3,Supermarket Type2,1791.6678,23
9082,19.5,Low Fat,Household,53.7614,OUT049,17,Medium,Tier 1,Supermarket Type1,1436.7964,27
9083,9.27,Low Fat,Dairy,148.005,OUT018,7,Medium,Tier 3,Supermarket Type2,1797.66,12
9084,18.25,Low Fat,Snack Foods,213.4218,OUT013,29,High,Tier 3,Supermarket Type1,3846.9924,18
9085,8.395,Low Fat,Hard Drinks,251.504,OUT017,9,Medium,Tier 2,Supermarket Type1,7084.112,28
9086,9.8,Low Fat,Health and Hygiene,114.0492,OUT013,29,High,Tier 3,Supermarket Type1,2085.2856,18
9087,7.27,Regular,Canned,92.4488,OUT045,14,Medium,Tier 2,Supermarket Type1,996.0368,11
9088,17.6,Low Fat,Soft Drinks,162.7526,OUT017,9,Medium,Tier 2,Supermarket Type1,3124.5994,19
9089,13,Regular,Soft Drinks,174.1054,OUT017,9,Medium,Tier 2,Supermarket Type1,4377.635,25
9090,8.75,Regular,Fruits and Vegetables,186.3556,OUT045,14,Medium,Tier 2,Supermarket Type1,3567.3564,19
9091,12.15,Low Fat,Household,114.715,OUT045,14,Medium,Tier 2,Supermarket Type1,1048.635,9
9092,10.3,Low Fat,Health and Hygiene,154.663,OUT013,29,High,Tier 3,Supermarket Type1,2816.334,18
9093,6.425,Low Fat,Breakfast,132.8626,OUT018,7,Medium,Tier 3,Supermarket Type2,524.6504,4
9094,16.6,Low Fat,Fruits and Vegetables,116.4466,OUT018,7,Medium,Tier 3,Supermarket Type2,1178.466,10
9095,10.65,Low Fat,Others,165.8526,OUT017,9,Medium,Tier 2,Supermarket Type1,3946.8624,24
9096,19.6,Low Fat,Health and Hygiene,151.8024,OUT046,19,Small,Tier 1,Supermarket Type1,1366.2216,9
9097,16,Regular,Baking Goods,181.4634,OUT046,19,Small,Tier 1,Supermarket Type1,1090.5804,6
9098,8.89,Low Fat,Frozen Foods,99.3016,OUT045,14,Medium,Tier 2,Supermarket Type1,607.2096,6
9099,20.25,Regular,Canned,93.212,OUT045,14,Medium,Tier 2,Supermarket Type1,1304.968,14
9100,5.175,Regular,Snack Foods,105.2622,OUT017,9,Medium,Tier 2,Supermarket Type1,2328.9684,22
9101,4.61,Low Fat,Hard Drinks,173.8396,OUT046,19,Small,Tier 1,Supermarket Type1,1221.0772,7
9102,11.395,Low Fat,Health and Hygiene,49.4034,OUT018,7,Medium,Tier 3,Supermarket Type2,777.6544,16
9103,17.7,Low Fat,Snack Foods,186.0266,OUT035,12,Small,Tier 2,Supermarket Type1,2950.8256,16
9104,18,Low Fat,Health and Hygiene,159.2604,OUT035,12,Small,Tier 2,Supermarket Type1,3961.51,25
9105,19.7,Regular,Meat,104.599,OUT018,7,Medium,Tier 3,Supermarket Type2,309.597,3
9106,5.925,Regular,Dairy,42.9086,OUT017,9,Medium,Tier 2,Supermarket Type1,758.3462,18
9107,10.65,Low Fat,Others,163.9526,OUT045,14,Medium,Tier 2,Supermarket Type1,1644.526,10
9108,14.8,Low Fat,Health and Hygiene,193.0794,OUT035,12,Small,Tier 2,Supermarket Type1,3901.588,20
9109,15.1,Low Fat,Baking Goods,90.483,OUT045,14,Medium,Tier 2,Supermarket Type1,1617.894,18
9110,13.5,Regular,Dairy,57.8562,OUT049,17,Medium,Tier 1,Supermarket Type1,711.0744,12
9111,16.7,Low Fat,Dairy,113.1886,OUT017,9,Medium,Tier 2,Supermarket Type1,3335.658,29
9112,13.35,Low Fat,Breads,217.6166,OUT018,7,Medium,Tier 3,Supermarket Type2,3265.749,15
9113,10.195,Low Fat,Snack Foods,147.2076,OUT010,18,Medium,Tier 3,Grocery Store,739.038,5
9114,15.7,Low Fat,Health and Hygiene,153.5024,OUT045,14,Medium,Tier 2,Supermarket Type1,2580.6408,17
9115,13.15,Low Fat,Frozen Foods,179.9976,OUT010,18,Medium,Tier 3,Grocery Store,181.0976,1
9116,13.15,Low Fat,Fruits and Vegetables,160.192,OUT046,19,Small,Tier 1,Supermarket Type1,1597.92,10
9117,12.1,Low Fat,Fruits and Vegetables,180.0002,OUT013,29,High,Tier 3,Supermarket Type1,4656.6052,26
9118,12.8,Low Fat,Starchy Foods,262.8252,OUT017,9,Medium,Tier 2,Supermarket Type1,2885.5772,11
9119,4.805,Regular,Dairy,125.5704,OUT046,19,Small,Tier 1,Supermarket Type1,3880.2824,31
9120,18.75,Low Fat,Health and Hygiene,105.728,OUT046,19,Small,Tier 1,Supermarket Type1,2024.032,19
9121,7.6,Regular,Starchy Foods,171.3448,OUT013,29,High,Tier 3,Supermarket Type1,3238.4512,19
9122,9.5,Regular,Frozen Foods,228.6668,OUT035,12,Small,Tier 2,Supermarket Type1,4146.6024,18
9123,16.7,Regular,Baking Goods,100.0384,OUT018,7,Medium,Tier 3,Supermarket Type2,2463.46,25
9124,5.26,Regular,Baking Goods,165.4868,OUT018,7,Medium,Tier 3,Supermarket Type2,2293.0152,14
9125,15.6,Regular,Snack Foods,112.4518,OUT046,19,Small,Tier 1,Supermarket Type1,3301.7022,29
9126,13.65,Regular,Frozen Foods,260.1936,OUT013,29,High,Tier 3,Supermarket Type1,3914.904,15
9127,12.85,Low Fat,Snack Foods,43.1428,OUT045,14,Medium,Tier 2,Supermarket Type1,703.0848,16
9128,12.6,Low Fat,Fruits and Vegetables,109.9228,OUT035,12,Small,Tier 2,Supermarket Type1,663.1368,6
9129,17.75,Low Fat,Seafood,35.1216,OUT035,12,Small,Tier 2,Supermarket Type1,830.9184,24
9130,14.8,Regular,Breads,110.857,OUT010,18,Medium,Tier 3,Grocery Store,329.571,3
9131,18.25,Low Fat,Snack Foods,125.9046,OUT013,29,High,Tier 3,Supermarket Type1,2365.5874,19
9132,14.65,Low Fat,Household,261.7594,OUT010,18,Medium,Tier 3,Grocery Store,523.3188,2
9133,16.5,Regular,Breakfast,181.6292,OUT010,18,Medium,Tier 3,Grocery Store,1094.5752,6
9134,18.75,Low Fat,Health and Hygiene,105.728,OUT018,7,Medium,Tier 3,Supermarket Type2,1704.448,16
9135,10.5,Low Fat,Soft Drinks,188.424,OUT035,12,Small,Tier 2,Supermarket Type1,2237.088,12
9136,15.35,Low Fat,Soft Drinks,91.912,OUT049,17,Medium,Tier 1,Supermarket Type1,2609.936,28
9137,14.1,Low Fat,Snack Foods,197.1084,OUT045,14,Medium,Tier 2,Supermarket Type1,2182.4924,11
9138,8.27,Low Fat,Health and Hygiene,239.088,OUT010,18,Medium,Tier 3,Grocery Store,719.064,3
9139,12.15,Regular,Fruits and Vegetables,190.1872,OUT018,7,Medium,Tier 3,Supermarket Type2,3781.744,20
9140,8.895,Low Fat,Dairy,41.1138,OUT046,19,Small,Tier 1,Supermarket Type1,690.4346,17
9141,14,Regular,Dairy,145.4786,OUT049,17,Medium,Tier 1,Supermarket Type1,1300.3074,9
9142,18.2,Regular,Fruits and Vegetables,56.8904,OUT045,14,Medium,Tier 2,Supermarket Type1,1406.1696,25
9143,17.85,Low Fat,Snack Foods,122.8072,OUT046,19,Small,Tier 1,Supermarket Type1,857.5504,7
9144,17.1,Low Fat,Household,115.186,OUT049,17,Medium,Tier 1,Supermarket Type1,2490.092,22
9145,9.8,Regular,Meat,248.5408,OUT010,18,Medium,Tier 3,Grocery Store,751.0224,3
9146,9.6,Low Fat,Baking Goods,105.128,OUT049,17,Medium,Tier 1,Supermarket Type1,1065.28,10
9147,13.5,Low Fat,Household,161.692,OUT010,18,Medium,Tier 3,Grocery Store,159.792,1
9148,17.5,Low Fat,Soft Drinks,172.9738,OUT045,14,Medium,Tier 2,Supermarket Type1,4344.345,25
9149,7.945,Low Fat,Snack Foods,163.521,OUT017,9,Medium,Tier 2,Supermarket Type1,1794.331,11
9150,5.765,Low Fat,Frozen Foods,120.0098,OUT013,29,High,Tier 3,Supermarket Type1,1687.1372,14
9151,14.1,Low Fat,Dairy,231.1668,OUT017,9,Medium,Tier 2,Supermarket Type1,7602.1044,33
9152,20.7,Low Fat,Canned,184.1266,OUT018,7,Medium,Tier 3,Supermarket Type2,1659.8394,9
9153,10.6,Low Fat,Breads,42.8454,OUT018,7,Medium,Tier 3,Supermarket Type2,167.7816,4
9154,9.3,Low Fat,Household,245.1802,OUT049,17,Medium,Tier 1,Supermarket Type1,2456.802,10
9155,12.6,Regular,Fruits and Vegetables,122.0072,OUT017,9,Medium,Tier 2,Supermarket Type1,1347.5792,11
9156,8.6,Regular,Breads,130.131,OUT046,19,Small,Tier 1,Supermarket Type1,1557.972,12
9157,19.85,Low Fat,Fruits and Vegetables,222.0772,OUT013,29,High,Tier 3,Supermarket Type1,2001.3948,9
9158,10.65,Low Fat,Fruits and Vegetables,56.2272,OUT018,7,Medium,Tier 3,Supermarket Type2,559.272,10
9159,9,Low Fat,Health and Hygiene,266.5884,OUT035,12,Small,Tier 2,Supermarket Type1,6624.71,25
9160,10,Low Fat,Frozen Foods,138.518,OUT035,12,Small,Tier 2,Supermarket Type1,2237.088,16
9161,20.25,Regular,Dairy,196.2794,OUT046,19,Small,Tier 1,Supermarket Type1,2731.1116,14
9162,15.6,Regular,Dairy,63.1194,OUT017,9,Medium,Tier 2,Supermarket Type1,1300.3074,21
9163,12.5,Regular,Canned,87.1198,OUT046,19,Small,Tier 1,Supermarket Type1,1657.1762,19
9164,4.785,Low Fat,Breads,118.6098,OUT017,9,Medium,Tier 2,Supermarket Type1,361.5294,3
9165,6.92,Low Fat,Dairy,63.5852,OUT035,12,Small,Tier 2,Supermarket Type1,751.0224,12
9166,15,Regular,Meat,238.8248,OUT045,14,Medium,Tier 2,Supermarket Type1,3555.372,15
9167,8.365,Low Fat,Hard Drinks,38.3506,OUT045,14,Medium,Tier 2,Supermarket Type1,986.7156,26
9168,7.785,Regular,Fruits and Vegetables,103.8964,OUT045,14,Medium,Tier 2,Supermarket Type1,946.7676,9
9169,10.8,Low Fat,Dairy,191.6504,OUT013,29,High,Tier 3,Supermarket Type1,2492.7552,13
9170,6.57,Low Fat,Hard Drinks,261.0278,OUT046,19,Small,Tier 1,Supermarket Type1,4165.2448,16
9171,8.38,Regular,Baking Goods,110.557,OUT013,29,High,Tier 3,Supermarket Type1,3844.995,35
9172,11.6,Regular,Frozen Foods,172.5106,OUT046,19,Small,Tier 1,Supermarket Type1,2566.659,15
9173,11.3,Regular,Frozen Foods,257.2962,OUT049,17,Medium,Tier 1,Supermarket Type1,2330.9658,9
9174,7.67,Low Fat,Household,35.7216,OUT018,7,Medium,Tier 3,Supermarket Type2,69.2432,2
9175,8.96,Regular,Fruits and Vegetables,196.9768,OUT035,12,Small,Tier 2,Supermarket Type1,2759.0752,14
9176,6.67,Regular,Snack Foods,88.9514,OUT045,14,Medium,Tier 2,Supermarket Type1,885.514,10
9177,18.7,Low Fat,Health and Hygiene,153.6682,OUT017,9,Medium,Tier 2,Supermarket Type1,1677.1502,11
9178,17.85,Regular,Meat,261.5936,OUT017,9,Medium,Tier 2,Supermarket Type1,6002.8528,23
9179,7.725,Low Fat,Household,123.8414,OUT017,9,Medium,Tier 2,Supermarket Type1,1340.2554,11
9180,19.6,Regular,Snack Foods,167.4816,OUT013,29,High,Tier 3,Supermarket Type1,3691.1952,22
9181,18.7,Regular,Meat,182.3292,OUT035,12,Small,Tier 2,Supermarket Type1,3831.0132,21
9182,13.35,Regular,Canned,207.7638,OUT046,19,Small,Tier 1,Supermarket Type1,3520.0846,17
9183,5.26,Regular,Baking Goods,161.8868,OUT049,17,Medium,Tier 1,Supermarket Type1,5077.3908,31
9184,8.945,Regular,Dairy,261.391,OUT018,7,Medium,Tier 3,Supermarket Type2,1840.937,7
9185,20.6,Low Fat,Health and Hygiene,149.6392,OUT045,14,Medium,Tier 2,Supermarket Type1,894.8352,6
9186,14.6,Low Fat,Soft Drinks,48.7692,OUT049,17,Medium,Tier 1,Supermarket Type1,1231.73,25
9187,5.94,Low Fat,Canned,177.1344,OUT045,14,Medium,Tier 2,Supermarket Type1,2854.9504,16
9188,6.75,Regular,Dairy,96.9752,OUT045,14,Medium,Tier 2,Supermarket Type1,958.752,10
9189,16.7,Low Fat,Dairy,109.5886,OUT018,7,Medium,Tier 3,Supermarket Type2,1000.6974,9
9190,13.5,Low Fat,Health and Hygiene,34.6874,OUT017,9,Medium,Tier 2,Supermarket Type1,317.5866,9
9191,8.42,Regular,Canned,230.8352,OUT013,29,High,Tier 3,Supermarket Type1,3435.528,15
9192,7.68,Low Fat,Fruits and Vegetables,193.3162,OUT018,7,Medium,Tier 3,Supermarket Type2,5772.486,30
9193,17.75,Regular,Fruits and Vegetables,139.9838,OUT017,9,Medium,Tier 2,Supermarket Type1,1123.8704,8
9194,4.92,Low Fat,Baking Goods,199.1084,OUT018,7,Medium,Tier 3,Supermarket Type2,4761.8016,24
9195,8.27,Regular,Snack Foods,148.7708,OUT045,14,Medium,Tier 2,Supermarket Type1,2708.4744,18
9196,20.7,Regular,Dairy,214.6876,OUT013,29,High,Tier 3,Supermarket Type1,3001.4264,14
9197,11.6,Regular,Frozen Foods,170.2106,OUT035,12,Small,Tier 2,Supermarket Type1,1882.2166,11
9198,19.35,Regular,Snack Foods,110.5544,OUT046,19,Small,Tier 1,Supermarket Type1,1565.9616,14
9199,20.25,Regular,Fruits and Vegetables,222.0772,OUT013,29,High,Tier 3,Supermarket Type1,3113.2808,14
9200,11.3,Regular,Frozen Foods,259.1962,OUT013,29,High,Tier 3,Supermarket Type1,5179.924,20
9201,11.15,Regular,Snack Foods,169.979,OUT010,18,Medium,Tier 3,Grocery Store,169.779,1
9202,18.7,Regular,Frozen Foods,229.501,OUT018,7,Medium,Tier 3,Supermarket Type2,1607.907,7
9203,5.88,Low Fat,Frozen Foods,152.9998,OUT017,9,Medium,Tier 2,Supermarket Type1,3691.1952,24
9204,20.85,Low Fat,Snack Foods,196.1452,OUT049,17,Medium,Tier 1,Supermarket Type1,1565.9616,8
9205,8.27,Regular,Soft Drinks,183.2924,OUT017,9,Medium,Tier 2,Supermarket Type1,2406.2012,13
9206,17.6,Regular,Starchy Foods,47.306,OUT045,14,Medium,Tier 2,Supermarket Type1,605.878,13
9207,18.2,Regular,Fruits and Vegetables,250.1092,OUT045,14,Medium,Tier 2,Supermarket Type1,4233.1564,17
9208,20.6,Regular,Fruits and Vegetables,185.7556,OUT046,19,Small,Tier 1,Supermarket Type1,3942.8676,21
9209,15.5,Low Fat,Snack Foods,142.847,OUT013,29,High,Tier 3,Supermarket Type1,1574.617,11
9210,15.35,Regular,Meat,146.5734,OUT013,29,High,Tier 3,Supermarket Type1,2375.5744,16
9211,9.8,Regular,Fruits and Vegetables,117.1492,OUT049,17,Medium,Tier 1,Supermarket Type1,2780.3808,24
9212,11.65,Regular,Baking Goods,172.0422,OUT017,9,Medium,Tier 2,Supermarket Type1,1379.5376,8
9213,16.35,Low Fat,Others,104.528,OUT017,9,Medium,Tier 2,Supermarket Type1,1065.28,10
9214,18.7,Low Fat,Snack Foods,256.4672,OUT017,9,Medium,Tier 2,Supermarket Type1,5369.0112,21
9215,16.5,Low Fat,Snack Foods,92.8146,OUT046,19,Small,Tier 1,Supermarket Type1,2097.9358,23
9216,5.48,Low Fat,Frozen Foods,83.725,OUT046,19,Small,Tier 1,Supermarket Type1,1165.15,14
9217,9.6,Low Fat,Snack Foods,241.317,OUT017,9,Medium,Tier 2,Supermarket Type1,3645.255,15
9218,9.06,Low Fat,Others,211.856,OUT018,7,Medium,Tier 3,Supermarket Type2,3621.952,17
9219,15.6,Low Fat,Fruits and Vegetables,114.1518,OUT045,14,Medium,Tier 2,Supermarket Type1,1821.6288,16
9220,16.75,Regular,Soft Drinks,37.8822,OUT049,17,Medium,Tier 1,Supermarket Type1,589.233,16
9221,11.8,Low Fat,Health and Hygiene,177.0686,OUT013,29,High,Tier 3,Supermarket Type1,3022.0662,17
9222,9.5,Regular,Frozen Foods,231.3668,OUT013,29,High,Tier 3,Supermarket Type1,5759.17,25
9223,9,Regular,Breakfast,55.9614,OUT045,14,Medium,Tier 2,Supermarket Type1,386.8298,7
9224,10.195,Low Fat,Breads,34.5558,OUT045,14,Medium,Tier 2,Supermarket Type1,441.4254,13
9225,15.1,Low Fat,Baking Goods,159.9604,OUT035,12,Small,Tier 2,Supermarket Type1,2852.2872,18
9226,13,Regular,Soft Drinks,176.2054,OUT035,12,Small,Tier 2,Supermarket Type1,1225.7378,7
9227,10.3,Low Fat,Health and Hygiene,156.463,OUT010,18,Medium,Tier 3,Grocery Store,312.926,2
9228,6.96,Low Fat,Soft Drinks,92.3146,OUT018,7,Medium,Tier 3,Supermarket Type2,1094.5752,12
9229,16.75,Low Fat,Snack Foods,186.8556,OUT013,29,High,Tier 3,Supermarket Type1,2440.8228,13
9230,5.88,Low Fat,Frozen Foods,153.2998,OUT013,29,High,Tier 3,Supermarket Type1,2153.1972,14
9231,18.85,Low Fat,Canned,169.0132,OUT035,12,Small,Tier 2,Supermarket Type1,1860.2452,11
9232,16,Low Fat,Household,228.8668,OUT046,19,Small,Tier 1,Supermarket Type1,1612.5676,7
9233,11.5,Low Fat,Starchy Foods,172.108,OUT013,29,High,Tier 3,Supermarket Type1,2077.296,12
9234,7.31,Low Fat,Snack Foods,109.757,OUT045,14,Medium,Tier 2,Supermarket Type1,1208.427,11
9235,16.7,Low Fat,Dairy,218.185,OUT046,19,Small,Tier 1,Supermarket Type1,5193.24,24
9236,9.895,Regular,Canned,115.3492,OUT049,17,Medium,Tier 1,Supermarket Type1,1274.3412,11
9237,8.895,Low Fat,Breakfast,178.437,OUT046,19,Small,Tier 1,Supermarket Type1,1235.059,7
9238,7.93,Low Fat,Frozen Foods,121.5414,OUT035,12,Small,Tier 2,Supermarket Type1,1340.2554,11
9239,7.645,Regular,Snack Foods,41.7112,OUT045,14,Medium,Tier 2,Supermarket Type1,852.224,20
9240,14.6,Low Fat,Household,199.6084,OUT045,14,Medium,Tier 2,Supermarket Type1,3769.7596,19
9241,8.02,Low Fat,Snack Foods,155.2998,OUT045,14,Medium,Tier 2,Supermarket Type1,1230.3984,8
9242,5.945,Low Fat,Household,128.7652,OUT046,19,Small,Tier 1,Supermarket Type1,516.6608,4
9243,6.98,Low Fat,Canned,82.8934,OUT045,14,Medium,Tier 2,Supermarket Type1,818.934,10
9244,10.1,Low Fat,Hard Drinks,61.2878,OUT046,19,Small,Tier 1,Supermarket Type1,1272.3438,21
9245,19.1,Low Fat,Fruits and Vegetables,232.6958,OUT017,9,Medium,Tier 2,Supermarket Type1,5375.0034,23
9246,14.35,Low Fat,Baking Goods,80.096,OUT018,7,Medium,Tier 3,Supermarket Type2,1278.336,16
9247,11.6,Low Fat,Canned,177.3686,OUT045,14,Medium,Tier 2,Supermarket Type1,1777.686,10
9248,15.7,Low Fat,Health and Hygiene,151.9024,OUT035,12,Small,Tier 2,Supermarket Type1,1062.6168,7
9249,11.85,Low Fat,Dairy,96.9726,OUT035,12,Small,Tier 2,Supermarket Type1,1174.4712,12
9250,17.5,Low Fat,Snack Foods,253.6356,OUT049,17,Medium,Tier 1,Supermarket Type1,5086.712,20
9251,8.38,Regular,Baking Goods,107.957,OUT046,19,Small,Tier 1,Supermarket Type1,2966.139,27
9252,12.5,Low Fat,Starchy Foods,125.702,OUT049,17,Medium,Tier 1,Supermarket Type1,2530.04,20
9253,12.85,Low Fat,Starchy Foods,254.704,OUT035,12,Small,Tier 2,Supermarket Type1,2530.04,10
9254,15.5,Regular,Frozen Foods,48.1692,OUT017,9,Medium,Tier 2,Supermarket Type1,985.384,20
9255,11.1,Low Fat,Snack Foods,174.4054,OUT035,12,Small,Tier 2,Supermarket Type1,4027.4242,23
9256,14.35,Regular,Frozen Foods,231.2984,OUT046,19,Small,Tier 1,Supermarket Type1,3243.7776,14
9257,17.35,Low Fat,Others,78.7618,OUT046,19,Small,Tier 1,Supermarket Type1,1288.9888,16
9258,15.1,Low Fat,Baking Goods,157.3604,OUT018,7,Medium,Tier 3,Supermarket Type2,4436.8912,28
9259,12.15,Low Fat,Frozen Foods,251.6698,OUT013,29,High,Tier 3,Supermarket Type1,6088.0752,24
9260,10.695,Regular,Snack Foods,153.7972,OUT017,9,Medium,Tier 2,Supermarket Type1,2025.3636,13
9261,7.825,Regular,Frozen Foods,159.0288,OUT013,29,High,Tier 3,Supermarket Type1,1257.0304,8
9262,18.35,Low Fat,Hard Drinks,188.1872,OUT013,29,High,Tier 3,Supermarket Type1,3781.744,20
9263,17.85,Low Fat,Frozen Foods,149.105,OUT045,14,Medium,Tier 2,Supermarket Type1,4643.955,31
9264,16.75,Low Fat,Health and Hygiene,191.6162,OUT049,17,Medium,Tier 1,Supermarket Type1,3463.4916,18
9265,10.395,Regular,Baking Goods,52.3008,OUT013,29,High,Tier 3,Supermarket Type1,2226.4352,43
9266,9.065,Low Fat,Frozen Foods,97.0094,OUT035,12,Small,Tier 2,Supermarket Type1,856.8846,9
9267,7.945,Low Fat,Snack Foods,161.321,OUT035,12,Small,Tier 2,Supermarket Type1,2773.057,17
9268,7.325,Low Fat,Fruits and Vegetables,92.2146,OUT010,18,Medium,Tier 3,Grocery Store,91.2146,1
9269,13.15,Low Fat,Household,177.5686,OUT017,9,Medium,Tier 2,Supermarket Type1,3910.9092,22
9270,10.5,Regular,Snack Foods,211.9244,OUT035,12,Small,Tier 2,Supermarket Type1,4869.6612,23
9271,6.615,Regular,Canned,251.1408,OUT045,14,Medium,Tier 2,Supermarket Type1,3254.4304,13
9272,15,Low Fat,Breads,123.8414,OUT045,14,Medium,Tier 2,Supermarket Type1,1340.2554,11
9273,6.11,Regular,Fruits and Vegetables,128.4968,OUT035,12,Small,Tier 2,Supermarket Type1,1435.4648,11
9274,14.65,Low Fat,Hard Drinks,56.4614,OUT045,14,Medium,Tier 2,Supermarket Type1,1436.7964,25
9275,10.1,Low Fat,Canned,116.715,OUT045,14,Medium,Tier 2,Supermarket Type1,1281.665,11
9276,18.7,Low Fat,Fruits and Vegetables,110.7886,OUT046,19,Small,Tier 1,Supermarket Type1,1334.2632,12
9277,6.035,Regular,Baking Goods,184.424,OUT017,9,Medium,Tier 2,Supermarket Type1,4660.6,25
9278,8.35,Regular,Frozen Foods,74.4354,OUT046,19,Small,Tier 1,Supermarket Type1,1128.531,15
9279,15.5,Regular,Baking Goods,83.2934,OUT049,17,Medium,Tier 1,Supermarket Type1,1883.5482,23
9280,17.75,Low Fat,Baking Goods,111.1544,OUT017,9,Medium,Tier 2,Supermarket Type1,1118.544,10
9281,18.25,Low Fat,Snack Foods,214.1218,OUT035,12,Small,Tier 2,Supermarket Type1,1282.3308,6
9282,6.4,Low Fat,Frozen Foods,39.2796,OUT049,17,Medium,Tier 1,Supermarket Type1,701.7532,18
9283,8.71,Low Fat,Canned,47.2376,OUT018,7,Medium,Tier 3,Supermarket Type2,910.8144,19
9284,17.7,Low Fat,Snack Foods,169.7816,OUT045,14,Medium,Tier 2,Supermarket Type1,2013.3792,12
9285,15.6,Low Fat,Snack Foods,124.1704,OUT017,9,Medium,Tier 2,Supermarket Type1,1877.556,15
9286,6.57,Low Fat,Household,192.382,OUT013,29,High,Tier 3,Supermarket Type1,4247.804,22
9287,11.8,Low Fat,Health and Hygiene,176.0686,OUT049,17,Medium,Tier 1,Supermarket Type1,533.3058,3
9288,6.89,Regular,Snack Foods,195.082,OUT013,29,High,Tier 3,Supermarket Type1,2703.148,14
9289,8.51,Low Fat,Household,194.2478,OUT045,14,Medium,Tier 2,Supermarket Type1,2324.9736,12
9290,21.25,Low Fat,Health and Hygiene,231.23,OUT017,9,Medium,Tier 2,Supermarket Type1,3029.39,13
9291,7.235,Low Fat,Household,116.6492,OUT049,17,Medium,Tier 1,Supermarket Type1,2664.5316,23
9292,17,Regular,Snack Foods,228.8352,OUT049,17,Medium,Tier 1,Supermarket Type1,4351.6688,19
9293,19.5,Low Fat,Breads,155.3314,OUT018,7,Medium,Tier 3,Supermarket Type2,3412.8908,22
9294,8.18,Regular,Frozen Foods,56.1588,OUT045,14,Medium,Tier 2,Supermarket Type1,458.0704,8
9295,10.8,Low Fat,Meat,100.8042,OUT035,12,Small,Tier 2,Supermarket Type1,1488.063,15
9296,19.35,Low Fat,Health and Hygiene,65.6168,OUT046,19,Small,Tier 1,Supermarket Type1,830.9184,13
9297,21.1,Low Fat,Household,233.2958,OUT018,7,Medium,Tier 3,Supermarket Type2,2103.2622,9
9298,16.1,Low Fat,Dairy,145.076,OUT049,17,Medium,Tier 1,Supermarket Type1,1904.188,13
9299,17.6,Low Fat,Snack Foods,163.4552,OUT010,18,Medium,Tier 3,Grocery Store,649.8208,4
9300,9,Low Fat,Snack Foods,167.0816,OUT017,9,Medium,Tier 2,Supermarket Type1,1342.2528,8
9301,12.15,Regular,Fruits and Vegetables,164.1552,OUT018,7,Medium,Tier 3,Supermarket Type2,3249.104,20
